"code","label","subcategory","feedback","criticality","organization","question","row_index"
"cc","Care received","Care received","I wanted to leave very positive feedback, 5 stars for the treatment and support my son has received from the mental health team during lockdown. &nbsp; The service has been excellent and I wanted to thank everyone concerned.","4","Care Opinion","Care Opinion - Q1",1824
"ct","Care received","Therapies","I went to a dark place, I used to laugh mental health off at work. Then one day I got so down I went missing thinking of ways to commit suicide. Luckily I backed out at the last minute. I ended up in Millbrook mental health unit for thirteen weeks. I had seven &nbsp; treatments of ECT. On the last treatment I showed vast improvement and was released. Then 65, Northgate took over my care for the next 18 months. The service I received was great&nbsp;","3","Care Opinion","Care Opinion - Q1",1825
"ss","Staff","Staff: General","Wanted to thank the staff particularly Jessica for the excellent service. I was very pleased with the service and impressed by how quickly they provided the equipment I needed for my therapy and recovery.","3","Care Opinion","Care Opinion - Q1",1826
"dd","Dignity","Dignity: General","I’ve been here in Lucy Wade ward for over two months and finally I’m leaving on Tuesday...  
Some would think I’m happy to be leaving, especially with me “starting a new life” and “moving on” as I’ve been told. Truth is- I’m actually going to miss this place in a weird way. Especially certain staff, the ones that I actually trust, and the ones that have helped me overcome so much! Even when I didn’t feel like life was worth living! They still pushed and helped me feel some what human.  
They’ve embraced my weird obsession with weird things (stickers, hedgehogs)  
Not with judgement but understanding that when it’s to much I use them to cope.  
Here is a thing I wrote in my book when I first came here:  
_“Anyway the staff again a lot like Harry Potter, (I’m not sure on names) but you have some bank staff- dementors, they try and talk to you until one of the ‘professors’ get rid of them. Especially when they are new. (I don’t like new people, they scare me.) _  
_You have Hagrid aka boss man Paul, he’s great! A few of the nurses are a lot like Luna! (In a good way!)” _  
I feel scared about leaving here, yet I think coming here in the first place (even if it was on a section) was the best thing for me. As I’ve learnt so much! And I’m willing to give life another try. I’ve got to fight! I’ve learnt a lot of techniques which should help me. And most importantly I’ve learnt to respect myself. (Which is really hard!)  
I wouldn’t be alive if it wasn’t for the staff on Lucy Wade!  
Thank you all! For everything!  
You're all amazing! And don’t forget to look after yourselves! Put you first! And have milkshakessssss.  
","4","Care Opinion","Care Opinion - Q1",1827
"ca","Care received","Activities","Lock Down.
Frightened, Scared.
Not being able to see my family and heroes on other wards.
DRC T. I’s are great always willing to help.
Apprehensive! ! About COVID 19. Of catching the awful bug.
Enjoyed gardening.
Great to hear loved ones on the phone.
Having hair done made me feel good in myself.
Visits beginning soon. Can’t wait to see my mum and dad with a warm loving smile.","3","Care Opinion","Care Opinion - Q1",1828
"ca","Care received","Activities","On our ward, we have been embracing our artistic creativity. We have been colouring in and cutting our a butterfly to represent every covid death. People from all over the hospital and beyond have took part colouring and cutting. Both staff and patients have been doing artwork on the corridor walls to decorate and make the ward look better. It's been fun and enjoyable and brought the patients and the staff who support it closer together.  
Thanks to everyone who helped out and appreciated the hard work we've been doing.  
#RamptonSupportsCovid","2","Care Opinion","Care Opinion - Q1",1829
"sa","Staff","Attitude Of Staff","I came on to C Block 8 months ago and have found it to be the best ward in the Hospital. The Staff are really nice and approachable, my peers are all settled and overall theres a really positive atmosphere on this ward theres no bickering or any negative behaviours.  
The staff are easy to talk to and they also promote to be self reliant which gives the patient extra responsibility like I said I've been here for 8 months and have now gained around so thank you to all the staff and peers  
","3","Care Opinion","Care Opinion - Q1",1830
"eq","Environment/ facilities","Facilities/equipment","Visit by therapy team after Husband had been having falls at home. Equipment provided and assistance&nbsp; by Janet Physiotherapist to help with mobility and to reduce falls. Everything was very helpful, I would recommend to family and friends.","2","Care Opinion","Care Opinion - Q1",1831
"sa","Staff","Attitude Of Staff","I fell behind my front door picking up the post, I hadn't put my pendant alarm on so I was there for half an hour with my legs trapped underneath me. I was in such pain as my Sciatic nerve was hurting and I could not get up.  
When I got back from hospital Janet the Physio came to see me. She was very kind, sorted some equipment for my arthritic knee and gave me some exercises to do when the pain started to ease. These are helping although my legs are still swollen. I was sorry I could not do more when she first came to see me but I was in too much pain.","2","Care Opinion","Care Opinion - Q1",1832
"aa","Access","General","My dad was a patient on Rowan 1 recently. I went to visit him having arranged this with a member of staff one morning while he was there. The member of staff I spoke to informed me that I would be able to use the family room to see my dad from 16:30-17:00.  
I had not seen my dad since he had become so acutely unwell and, needless to say, was anxious to see him. The last few months have been some of the most difficult my dad, my mum and I have ever experienced; largely due to my dad becoming so unwell. I arrived at 16:30 as arranged and waited outside In the rain having pressed the buzzer for reception. No response. I then pressed the buzzer for Rowan 1, which I also got no response to. I was waiting for 8 minutes with no response which was upsetting in itself as it was eating into time with my dad.  
I would like to add at this point I am a student nurse and have 6 years experience as a health care assistant so I am certainly not oblivious to short staffing, busy wards and time constraints, however being on the receiving end of being left anxiously waiting to see a loved one for so long is not a nice experience. I also understand emergency situations occur meaning staff have their time further taken up. However, I saw plenty of staff around when I actually arrived - one of which was sat down around a nursing station area where I assume the buzzers are answered. Then, a person who looked like a doctor was leaving the building and without saying a word just swiped me into the building. How fortunate is it I have no intent to harm vulnerable patients as this would have been easy access to say the least.  
I then walked round to the ward as I assume I had to collect my dad and take him to the family room as I wasn’t given instructions to state otherwise. I was, again, allowed on the ward freely and could see my dad instantly as I arrived on the ward - he was looking upset and panicked. As I went to walk to get him and he was walking towards me a very abrupt and stern member of staff put their arm in front of my dad to stop him walking towards me and told me “quickly, come in”! “Shut the door quick!” And also tried to physically stop me entering as though my dad was an aggressive man trying to randomly leave the ward? When I explained that this was my dad and I was visiting him this staff member said they thought I was staff, and shouted that I had to get out! And walked towards me intimidatingly to usher me out. Again, how poorly regulated and how fortunate I wasn’t someone with intent to harm a vulnerable patient group.  
By this point my dad was saying “they’ve told me I don’t have a visitor” before the door was shut on us both. I would like to point out my dads section was lifted at this point. I understand now that visitors are not allowed on the ward having spoken to my mum who has visited several times, however this was not explained to me prior and no one would let me in the building or answer the buzzer to explain where I had to go. My dad was then escorted out to meet me where I was “greeted” by another abrupt and stern member of staff who literally shouted “TWO METRES” (as we walked on opposite sides of the corridor to one another).  
We were escorted to the family room where our time together had already been eaten into to then be greeted by a confused family member who rudely asked what we were doing there. Through an unpleasant interaction we found we had each been told that we had booked the room. The staff member heard this and said nothing.  
My dad, extremely upset, anxious and depressed having attempted suicide multiple times over the past few months in some horrific ways was mortified and already distressed by being told by staff that he never even had a visitor today - there had been a very clear cut lack of communication amongst staff. By this point I ended the visit with him and was too upset to even attempt speaking to the rude and unapproachable staff member that had escorted my dad out of the ward. I would also like to mention I was told to wear a mask upon entering the hospital and the family member who interrupted the time I had with my dad was not wearing one and had her arm around her family member in front of the staff member. I, on the other hand, had been shouted at like a child “TWO METERS” whilst walking on two separate sides of the corridor.  
My dad has described the hospital as a “prison” and told me “it depends who you get” “they are so disorganised and don’t communicate nicely” when I asked if the staff were treating him kindly. While I understand it is a secure unit for adult males who have been sectioned, this is disturbing to hear.  
As a an experienced student nurse I am beyond mortified and disgusted. Ironically, I had bought a box of chocolates and a card to give to staff as a gesture of appreciation for “caring” for him. I appreciate the hard work and determination it takes to be a nurse. How I wish I would have saved my money.  
I believe the staff on Rowan 1 need training on communication and how to speak to and treat people like autonomous, adult human beings. Pure insult to injury has been added to a truly traumatic time for us as a family. To be clear, I will be taking this as far as it needs to be taken and will not stop before we are given an apology and are told what is going to be done about the issues I have raised. I, for one, will always advocate for vulnerable patients who may not be able to speak up for themselves. There is no excuse for poor care, period.  
I have also witnessed staff members stood outside the ward smoking cigarettes and chatting away on their phone on their break where family members are entering and leaving. I agree with my dad in that the staff appear disorganised and unprofessional.  
After I wrote the above, I was shockingly informed by my mum that just before my dad left Rowan 1 he had a staff member come to him in a confrontational manner saying they had “beef"" with him, accusing him of refusing his meds 3 times that morning, and in my dads words, was “in his face”. My dad was sleeping that morning due to sleeping tablets he has was given the night before having an effect and that is the reason he didn’t take his medication.  
Needless to say I was disgraced to say the least. My dad gave me the name of the member of staff who acted in this disgusting way towards him and I rang the ward wanting an explanation. A manager called me back after being in meetings all day and said, stuttering over themselves and clearly constructing a story as they went, my dad had maybe been taken the wrong way because the member of staff said “no beef"" and had told him not to worry about not taking his medication that morning. The manager confirmed they were not there when it happened and they were going off what the staff member had told them.  
My dad would NEVER lie about something like that and is an extremely anxious and none confrontational person. Having seen how the staff there talk to people and how rude and unprofessional they came across to me I find it perfectly believable.  
I hope and pray that no one else’s family has to endure that kind of behaviour and go through what we have gone through and the hell my dad has had to endure at the worst time of his life.  
I am contemplating taking this to the care quality commission or at least the NMC. I hope members of the public see this and speak out at the first sign of something off on that ward.  
There are other scenarios I would like to complain about however I will leave it here as these are the ones that have stuck most in my head and upset me so much.","-4","Care Opinion","Care Opinion - Q1",1833
"mm","Communication","Communication","Feel some frustration as not been able to have ongoing injections at the pain clinic which leaves me in pain, but with the situation as it is (with Covid) unsure what could have been done better. However feel like have not been forgotten and people are ringing to check on me.  
Equipment was provided very quickly by the therapy team and got a call back to check everything was okay, 'brilliant' thank you.","3","Care Opinion","Care Opinion - Q1",1834
"eq","Environment/ facilities","Facilities/equipment","Feel service went remarkably well in the current circumstances (with Covid), i contacted the red cross as i needed some equipment and they put me in contact with the therapy team. Following a phone call delivery was sorted out very quickly, there was a walking frame which i was unsure about the height of, but i received a follow up call from the team and a member of staff came to visit and checked/adjusted the height for me. It is also reassuring that i can contact the team if anything goes wrong with the walker and it needs replacing.  
If only the team could fix all the terrible pavements i have to walk along!!!","2","Care Opinion","Care Opinion - Q1",1835
"cs","Care received","Advice and support","Absolutely wonderful service, all the support/care i receive from the district nurses is great, the therapy team provided equipment which has helped a lot.  
Have nothing negative to say about any of the services, thank you.","3","Care Opinion","Care Opinion - Q1",1836
"cc","Care received","Care received","This is regarding the Children’s Center services at the City Hospital Campus - Hucknall Road  
My son was referred to a speech and language therapist due to eating difficulties. The therapist was unhelpful from the start- just printing off advice from generic websites for us to use. They spent less than 20 min with my child not in an adequate setting to find out feeding issues. They only gave one piece of advice to say ""chew"" to him when he eats.  
After that initial visit- I had to beg for more help. My child was displaying extreme responses to food which included phobia behaviours and self harm. I asked the therapist on numerous times to come and witness his feeding at mealtimes but they said that mealtimes wouldn't work with their schedule.  
I called on numerous occasions for help and it took over 2 weeks for them to get back in touch. When we finally did- the therapist offered very little support. They agreed to refer us to a feeding clinic for more support if he hadn't improved in a few months. He didn't improve and we were taken off the list with no access to the service & informed us they couldn't help us.  
I begged the therapist to sign post us to somewhere else. Instead they contacted social services and made allegations that I was starving my child, I was making up the disorder and I myself have an eating disorder. They had no evidence of this & is not an adult mental health professional and the remarks are slander. There was no research done or watched him at mealtimes at home.  
Thankfully- social services and all other professionals have been outraged by these allegations. My health visitor has witnessed him since birth struggle to feed. The social workers came and witnessed him and couldn't believe that a professional could turn the tables because it was so incredibly clear to see he has exactly what I said he had.  
In The meantime my son has been diagnosed with a genetic disorder which explains the feeding problems. I felt the therapist we had allocated was out of their depth and I believe that they did this out of spite as I told them that I believed my child was being failed. No good piece of advice was offered within time frame. I feel my son was failed and he's suffered because of lack of experience and ego.","-5","Care Opinion","Care Opinion - Q1",1837
"ss","Staff","Staff: General","I had a stroke and Sue, Gavin, Margaret and the rest of the Community Stroke Team have all done everything they possibly could to help me, especially in the situation as it is. I'm very grateful. It's nice to know that there's someone on the end of the line who's willing to give advice and talk. It means that I don't feel so alone and is very reassuring.","3","Care Opinion","Care Opinion - Q1",1838
"cc","Care received","Care received","My mum measurement was been taken, the nurse explain how long is going to take before having it, she was nice to us and also gave us more information, were please to have her.","2","Care Opinion","Care Opinion - Q1",1839
"cl","Care received","Made A Difference To My Life","Starting to understand my child more with her talking, she is now able to listen to me and is now linking 3 words together.  
Home talk worker delivered food packages when in need.","2","Care Opinion","Care Opinion - Q1",1840
"cl","Care received","Made A Difference To My Life","My child understands more now and is really trying with his language skills, He has come a long way from not saying anything to now using single words and some 2 word phrases although they are unclear. He is now been being put on the right path for extra support from Speech and Language therapy.  
","2","Care Opinion","Care Opinion - Q1",1841
"sp","Staff","Professionalism/Competence Of Staff","Tina ( healthy family team Hucknall) has been Invovled with two of my daughters for various reasons including development delay, sleep, behaviour, etc.  
She has gone above and beyond in giving me support and advice for both of them, as well as supporting me the best she can. Through COVID-19 she has kept in regular contact offering support wherever needed and also supporting referrals to different agencies.  
I can’t thank her enough for the support she has given and the ongoing support she will be giving in the future.","3","Care Opinion","Care Opinion - Q1",1842
"ss","Staff","Staff: General","We have had a lot of difficulties and challenges with our oldest and Diane helped alot with.","2","Care Opinion","Care Opinion - Q1",1843
"cc","Care received","Care received","Due to Covid a lot of questions were asked on the phone, but as i needed a walking frame (i was using my husbands frame) the team came to my door and were able to look at the type/size of frame i needed without having to come in the house. The frame arrived very quickly and as it is smaller than the one i was using it has made a big difference and is much easier for me.  
Very happy with the service provided to me.","2","Care Opinion","Care Opinion - Q1",1844
"ml","Communication","Listening","After a string of different upsetting events in my life, I contacted the doctor for help. I was listened to and directed to some health care services, which I hadn't realised existed, I feel I have been given a lot of support and am in the process of learning how to deal with anxiety attacks. It's comforting to know there is help out there and I am feeling more hopeful for conquering my anxiety and leading a happier life, now. Thank you","3","Care Opinion","Care Opinion - Q1",1845
"ss","Staff","Staff: General","During a difficult period of this year with personal issues, a global pandemic and self isolation I became more aware that my son was struggling with his speech. I approached my Health Visitor for advice as my son's lack of speech began to cause behavioural problems. I was referred to the Home Talk service where I was put in touch with a lovely woman called Hazel Clark. I suffer with severe anxiety and can honestly say not at one point did I become anxious or distressed which is very uncommon for me! Hazel made me feel comfortable enough to speak about sensitive situations which I could not speak to other professionals about regarding my son's concerning behaviour. She helped me discover new ways for me to cope and manage my son's speech development and always gave me reassurance of all plans. But before long we both realised my son  would need Speech Therapy in order to make further progress. I have wrote this review to show mine and my son's gratitude and appreciation for all Hazel's hardwork and the care she took of us. Truely a credit to the Home Talk Team.","3","Care Opinion","Care Opinion - Q1",1846
"aa","Access","General","I phoned yesterday to local mental health teams. Although, I was promised a call back, none came. So I phoned again today. I wanted to know why my relative was refused help from a crisis team.  
He seems in a crisis and without help, his crisis will probably get worse. The crisis team did not wish to clarify their decision. Indeed, the crisis team would not give the name of anyone I spoke to so I can only say I spoke to an admin person.  
I said that this seemed like fobbing me off rather than helping me to understand the basis of the decision. When I commented that this seemed like a poor way to deliver a service, I was offered the chance to speak to a nurse. But the nurse was busy so I would have to wait for her to call me back. So this could be an even more effective way of fobbing me off as I haven’t had a call as promised.  
Of course, it’s not much fun on the front line in mental health services during Covid.  
So although I felt very frustrated at the waste of my time, energy, phone bill etc I managed not to be irritated by the terribly irritating music which I endured while on hold. Who chose this? surely there’s more soothing and relaxing sounds around?","-3","Care Opinion","Care Opinion - Q1",1847
"mm","Communication","Communication","Strangely enough, I’ve gone through a lot of emotions in the past few hours. Even when trying to block them out.  
Even now I feel kinda better than I did but inside I’m so scared. 4 months in this place and in less than 24 hours I’ll be having a visit somewhere new...  
for me shutting down seems like my only way. Head banging, voices and quite a lot more. I don’t know what to do. Not feeling able to tell staff how I truly feel as I’m getting out and that’s the best outcome! (Hence why I’m writing on here...) I do have a good relationship with staff but now I’m leaving. It’s changing. I don’t know how to interact with them. Or what to tell them. How can I? When nobody knows how much I’m truly struggling... (which is my fault, I haven’t told them...)","-2","Care Opinion","Care Opinion - Q1",1848
"ct","Care received","Therapies","I have struggled with this addiction and depression for many years. I have had two stints in a rehab facility over the past two years. I have attended peer groups and have found them helpful in staying clean.  
The counselling that I received was helpful","2","Care Opinion","Care Opinion - Q1",1849
"cp","Care received","Physical care","Hi I am a Patient on one of the LD Wards at Rampton Hospital.
I was walking along a corridor then I collapsed. Staff quickly came to my aid. they gave me CPR and an Ambulance was called for me. It got blue lighted to Hospital. I just want to say a massive thanks to the staff that helped me and the Doctors that supported me. when I was in Prison I feel that I would not have got the help I got and therefore would not be around here today. My Family cannot thank you enough
Many Thanks","3","Care Opinion","Care Opinion - Q1",1850
"sl","Staff","Staffing levels","Why is is when I need staff there is nobody there but when I don’t need them everyone’s available?  
I needed staff more than I needed them in a while. Nobody was there...  
but it’s okay isn’t it?  
It doesn’t matter how low I felt. I just need to act like I can deal with it all, why? Because one day I won’t be in this place and then who’s going to help? It’s really frustrating. Yet you can’t let them know. As they’ll say something. Which doesn’t help!  
But you’ve got to fight it! You might feel alone as heck in this place! But you need to fight! Even if you are fighting yourself as well.  
I haven’t told anyone about how my thoughts on suicide have got worse, why? Because I can’t cope being in here much longer...  
for me my thoughts are worse than when I first came in here. But I’m better at hiding them. I’m better at not telling people how bad they are...","-3","Care Opinion","Care Opinion - Q1",1851
"da","Dignity","Respect For Diversity/ Person-Centeredness","I would just like to draw your attention to the fantastic service provided by Anna. Anna came to visit my home and support me in devising a plan to help me gain more independence. The support was very personalised and non generic. Anna was polite, caring and shown empathy. She truly is an asset to your service and I had to inform you of this.  
Thank you Anna","4","Care Opinion","Care Opinion - Q1",1852
"ss","Staff","Staff: General","The food has been good. We could do with a Courtney everyday of the week, she is doing an amazing job. I have nothing negative to say about the ward. Everyone is sound in my opinion. I did already know how to relax... and I usually do it with headphones to calm down. I think it is cool that you are allowed to wear your own clothes but everyone should be provided with some slippers or flip flops Any non sock based item.","3","Care Opinion","Care Opinion - Q1",1853
"cm","Care received","Medication ","I have concerns about the medication dose I have been put on and that I may have been put on dose way too high by the team. I feel I'm being ignored.","-3","Care Opinion","Care Opinion - Q1",1854
"cc","Care received","Care received","Struggling with my walking outdoors and have had quite a lot of falls, visited at home by the Community Therapy Team and assessed outside to see how i managed. Was able to trial two different types of outdoor walking frames and following a discussion with the person assessing decide which frame would work better for me.  
Very greatful to the team and glad i can contact again if needed.","3","Care Opinion","Care Opinion - Q1",1855
"cc","Care received","Care received","Cannot praise the Community Respiratory Nurses and Therapy Team enough for the care my husband receives, he visits on a regular basis to check how he is managing and the therapy team have provided a lot of equipment which helps him on a daily basis.  
Cannot thank them enough for all they do and know i can contact if i have any concerns, have told friends how great the services are, thank you.","3","Care Opinion","Care Opinion - Q1",1856
"cc","Care received","Care received","I had a bleed on brain stroke in July 2019. Prior to this I had been really fit and active, playing tennis and golf regularly,also doing 30 minutes exercise daily before breakfast. I was in the city hospital for two months before returning home, receiving some physio and occupational therapy there. When I left, I was able to walk a short distance with the aid of a splint a stick.  
The standard of help was good, but while there, I picked up scabies, a chest infection and head lice. On release, I was referred to the Stapleford stroke support team, from whom I received physio and occupational therapy. Things were progressing well, I was able to walk through my front door and down the road for about fifty yards. Then came lockdown! since when support has been withdrawn.  
During lockdown the first anniversary of my stroke occurred (which meant that support would be withdrawn anyway, this meant I missed out on about five of the twelve months support. Worse still it meant that all the objectives and future targets also went, which was a big mental blow. Surely the support period should have been extended by the lockdown period. The level of support I received from Stapleford was excellent and I made real progress under them, just disappointing that my ultimate target of being able to drive again wasn’t reached and that I have no pathway to it,","2","Care Opinion","Care Opinion - Q1",1857
"sa","Staff","Attitude Of Staff","I contacted the service and was able to re-refer my Father without having to go to the GP. Jessica came to visit within a couple of weeks of the referral and assessed what living aids my Father needed in his home. My Father was very anxious but she was very calm and reassured him. I felt relieved that someone was able to support me in persuading my Father that he needed more aids.  
He has had grab rails fitted and an electric bath seat delivered within a week of Jessica’s first visit. He was adamant he did not want to use a bath seat but Jessica was very patient and supported me in persuading him to try. We have done a dry run today with Jessica’s support and he is going to try a bath tonight. I would like to thank Jessica and cannot praise her enough.","3","Care Opinion","Care Opinion - Q1",1858
"cc","Care received","Care received","Extremely helpful, attentive, nothing too much trouble","3","Care Opinion","Care Opinion - Q1",1859
"aa","Access","General","I routinely have difficulty contacting the Stonebridge Centre in Nottingham. If I ring within the opening hours, but at the wrong time of day, and the doctor's secretary has finished for the day, there is apparently, no way to leave a message. I think this may be a centralised switchboard that routes calls to different centres and this seems to exacerbate the issue.  
My recent attempts to just reorder a prescription have been thwarted and as I write this, I have been listening to ""on hold"" music for just over 20 minutes.  
I accept that many publicly funded services are overstretched but surely the ability to make contact is a basic requirement of offering a service. The lack of an email contact address seems to be an implausible oversight in the 21st century and makes it appear that the service wishes to place barriers in place of its clients.  
Based on the number of times that this has happened, I doubt that it is just me experiencing this and I would appreciate it if someone could address this issue.","-3","Care Opinion","Care Opinion - Q1",1860
"ml","Communication","Listening","I contacted mid notts crisis team in order to make a referral to them regarding somebody that I know. Throughout the call I felt as though the staff member wasn't listening to me and in fact asked me questions that I had already answered on more than one occasion. I was calling in the context of a professional and I came away from the call feeling angry and patronised. I hope that service users can feel more listened to and supported than I did.","-3","Care Opinion","Care Opinion - Q1",1861
"ds","Dignity","Feeling safe including bullying","I felt safe on Orion :)  
I was poorly with corona virus but I was looked after with oxygen in my own room.  
People comforted me when I got upset  
They clean the unit every day  
Sometimes I had sandwiches too much because i didn't like the meals. They don't change the menu much.  
I liked the puddings  
I liked playing boccia and lots of games like dominoes, cards and frustration.  
I most enjoyed coffee mornings with tea and biscuits.","3","Care Opinion","Care Opinion - Q1",1862
"cc","Care received","Care received","Mood changed now  
Physical & mental health together  
Lifeline  
Kindness  
Positivity  
Support  
CURED","3","Care Opinion","Care Opinion - Q1",1863
"sa","Staff","Attitude Of Staff","We have felt overwhelmed with the fantastic support Basil has received throughout his stroke recovery. Chris, Shelley, Roanne and Lloyd have been amazing and we don't know what we would have done without them. They have supported us so well throughout this difficult journey and lifted our spirits when things have felt so hard. Even throughout COVID, they have continued to offer support over the telephone. We never expected to receive such wonderful care and support. They truly are very special people and anybody that receives their support are extremely lucky. We will never forget what they have done for us and we intend to raise money for the Stroke association to help others. Thank you again.","4","Care Opinion","Care Opinion - Q1",1864
"da","Dignity","Respect For Diversity/ Person-Centeredness","I'm experiencing discrimination by staff who are brain washed by staff who I feel dislike me. Although I am making a lot of effort to be liked by every single staffs some realizes is propaganda against me and try to support me in any way they can but majority dislike me as a result and mistrust me. I know I'm a good person and i have a lot to offer but my mission goes unnoticed and in vain. I have never been on the ward where staffs are more bullying and very calculating and I feel like I play there games almost daily. My named nurse, ward manager and few individuals believe in and give me the benefit of the doubt which I find very encouraging and I feel good when they on shift. i am a genuine generous person but I find difficult to please these who doubt me.  
I would like to see change on the ward I am on, by having more diversity which gives hope to individual ethnic minority to tackle cultural insensitivity on the ward. I hope my story will be received seriously and make a difference.","-3","Care Opinion","Care Opinion - Q1",1865
"sa","Staff","Attitude Of Staff","Before I go into the story I want to acknowledge that we are all living in difficult times and it affects us all individually in different ways.  
I have to attend my local Community Mental Health Team base every fourth week for a Depot injection. Since lock down we have to book an appointment as Clinics as I understand it have been suspended. The last few times when I have rang I have been unfortunate enough to be answered by a receptionist who talks to you like you are a 5 year old. This week I tried to return a call to the centre but they wouldn't put me through and spoke in a patronising way. When I did eventually made it to get my injection I had to wait outside the building for 10 minutes (luckily it was a nice warm and dry day)while the nurse prepared the injection. My disappointment and anxiety from having to wait was enhanced after the encounter with a nurse who can only have spoken to me at the most 20 words. But NONE of those were asking me how I was. Forgive me if I am wrong but surely as mental health nurses their patients welfare should be up near the top of the list when speaking to them. The fact that I didn't know the nurse is irrelevant if this is a new member of staff surely its a way of getting to know the patients. I have recently gone through and still am struggling. It was obvious my notes hadn't been looked at.  
Previously I had known a lot of the staff there but they all seem to have moved on. I can only say how disappointed I am in the treatment I have received lately. It has not given me any faith in the team. After speaking to a support worker who tried to say that all was well. It certainly doesn't feel it to me. I have put my story on here because I don't want to make a formal complaint (I am not like that) however if the attitude doesn't change my only way may have to formalise my disappointment.","-3","Care Opinion","Care Opinion - Q1",1866
"sa","Staff","Attitude Of Staff","I was referred there by my doctor as I am suffering from severe mental health difficulties and anxiety. I was assessed by one of there colleagues and I feel it was a waste of time. I feel they don't care about people in there darkest moments. I feel misdiagnosed as they wanted to get it over with all because of this covid and it saves them doing anything. I really do need help I have now lost my job because of my mental state. And be told I have to wait for a year to get help is disgusting. I have lost the will to live.","-4","Care Opinion","Care Opinion - Q1",1867
"cc","Care received","Care received","the care services through care in the community from Beaumont House Hospice in Newark during the day when my father was very ill were exemplary, the carers not only looked after our father but also made sure our mum, myself and my sister were coping. &nbsp; The Nottinghamshire Hospice offered a night sitter for my mum on several occasions whilst our father was ill so that we were able to take a break and get some rest. &nbsp; We cannot thank these wonderful ladies enough for the care, understanding and sympathy that they provided to our father and to us during the time he was very ill. &nbsp;","4","Care Opinion","Care Opinion - Q1",1868
"ss","Staff","Staff: General","written on behalf of some of the patients on Coniston ward;  
we want to praise the staff for how they have managed us (the patients) and the restrictions everyone (patients and staff) are currently experiencing. The situation has and continues to be difficult and we understand the reasons why things are as they currently are, but, it is becoming harder and harder for us not having any leave or visitors to the unit  
","3","Care Opinion","Care Opinion - Q1",1869
"cc","Care received","Care received","I had a fall in the bedroom at home. At the time of the fall I was fully dressed. I was feeling sick and whilst standing I over reached the commode for the bowl. Suddenly something came over me & I fell to the bedroom floor sustaining cracked ribs.  
Over the course of the following two/three weeks I would like to say I have had excellent care firstly from Occupational Therapy who have provided practical advice & equipment to assist me as I recover. Secondly the British Red Cross for their assisting in my personal daily care. The help I have received has been excellent & much appreciated by myself & the family. ☺ xx","3","Care Opinion","Care Opinion - Q1",1870
"cc","Care received","Care received","I would like to thank the gym staff for all the hard work, for what they have done over the last 5 months and how they have approached the COVID 19. I thank all patients for all their work they have done by cleaning the machines with the wipes after they have used them, under the supervision of Ashley, Lorraine, Dan and Johno. I would also like to thank the gym staff for allowing all of the sessions under the circumstances with the COVID19 how they have approached this.  
I would like to thank you very much,  
From Thornton","3","Care Opinion","Care Opinion - Q1",1871
"ss","Staff","Staff: General","I would like to thank all OT staff, for all their hard work in completing all the groups like Arts and Crafts and gardens and field walk. I would like to thank them all for what progress they have all done over the last 5 months, hoping very soon that it will be lifted until that time we should all carry on the best was we can and to work together as you all have made progress and we all have done well. I would like to thank OT for doing the shop every Thursday and Friday. Thank you very much for reading this.","3","Care Opinion","Care Opinion - Q1",1872
"ca","Care received","Activities","I would like to ask Patrick for him to tell me when is it possible for the weight machines in the field to be placed in position for patients to use this machine to get extra exercise to approach these machines when every opportunity comes up when they are on field walk. I am asking you to look harder into this matter for patients pleasure, as these machines have been placed into the ground for a very long time. I will leave this with you.  
Thank you very much.","-2","Care Opinion","Care Opinion - Q1",1873
"cc","Care received","Care received","Thought the online course was very good, was due to go to classes but due to COVID19 this was stopped. Found the 6 week programme helpful, look after very well, constant contract, 2 home visits, found the literature aspect was fine, leant a lot about COPD, video exercises were excellent. Stated good support, felt he was important to then staff and they knew what was happening, nothing but praise  
","3","Care Opinion","Care Opinion - Q1",1874
"cs","Care received","Advice and support","Useful service  
supportive  
informative  
helped talking/ having contact- improved knowledge by having specialist input","2","Care Opinion","Care Opinion - Q1",1875
"sa","Staff","Attitude Of Staff","I was admitted very anxious about my health and condition, staff did all they could to ease my anxiety and distress without making me feel like I was bothering them. I I feel my condition has improved and staff have provided support. I felt safe and couldn’t have been in a better place","3","Care Opinion","Care Opinion - Q1",1876
"cs","Care received","Advice and support","I was introduced to the south Notts Stroke Team when I was discharged into the community. Gavin + Natalie and support team gave great help and advice with my rehabilitation. This has enabled me to progress to the stage where I can again live independently after moving to a retirement complex.  
After moving they have helped me learn how to cope with my disabilities in new surroundings to ensure that I am capable and safe.  
Throughout my journey they have maintained great humour and positivity even when things seemed bleak for me.  
I am very grateful that such a great service was available to me.","3","Care Opinion","Care Opinion - Q1",1877
"cs","Care received","Advice and support","The Occupational Therapist said that Margaret, a speech and language therapist would ring me to talk about conversation with my husband who has dementia.  
I really wondered what use she would be but it surprised me.  
She has helped me recognise the problems and learn how to manage better which has helped me cope.  
Our conversations have helped me see that there are solutions when I thought there weren't any.","3","Care Opinion","Care Opinion - Q1",1878
