Date,Code1,Code2,Criticality,Please can you tell us why you gave this answer.
2020-06-17,SA,NA,2,Nurses and people on the ward are so lovely and polite always make sure your taken care of
2020-07-02,SA,NA,2,Nurses and staff are all friendly
2020-08-27,SS,NA,4,Nurses and support staff amazing.
2020-07-06,SA,DS,2,Nurses and support staff brilliant. Caring and professional.  Felt safe in clean environment.
2020-07-13,SA,NA,3,Nurses are brilliant.
2020-07-16,SA,NA,2,Nurses are so kind
2020-07-16,SA,NA,2,Nurses are very helpfull.
2020-07-29,SA,NA,2,Nurses been fantastic
2020-06-26,SA,NA,2,Nurses caring
2020-07-30,SA,CR,3,Nurses did everything I asked them to do. Very caring. Can’t fault any of the staff
2020-05-19,SS,MI,4,"Nurses excellent, doctors all talk to me and tell me what’s happening"
2020-07-06,SA,NA,2,Nurses give kind welcome and are friendly
2020-06-22,SA,NA,3,Nurses have been helpfull and brilliant
2020-07-24,SA,CO,2,Nurses have more time for you
2020-07-24,SA,MI,2,Nurses kept me up to date about my treatment and waiting. They made sure I was happy and that if I needed anything I got it
2020-05-27,SS,NA,3,Nurses on ward are fantastic
2020-07-27,SP,CO,2,Nurses responded well to the buzzer if I pressed it
2020-07-30,SA,EC,3,Nurses very attentive and conscientious- everyone friendly and everywhere clean
2020-08-03,SA,NA,2,Nurses very attentive; kind; caring
2020-07-15,SA,NA,2,Nurses very caring
2020-07-10,SA,NA,2,Nurses very good taking care of me.
2020-08-03,SA,NA,2,Nurses very polite
2020-07-17,SA,NA,2,Nurses were helpful
2020-07-27,SA,NA,2,"Nurses were polite, well mannered and helpful."
2020-08-10,SA,CO,2,Nurses were very attentive
2020-05-26,SA,NA,2,Nurses where kind to me
2020-07-22,SA,NA,3,"Nurses, doctors and all other staff have been wonderful."
2020-07-31,SA,NA,1,Nursing care
2020-05-18,SS,NA,2,Nursing staff
2020-08-03,SS,NA,2,Nursing staff
2020-05-19,SS,NA,4,Nursing staff excellent
2020-05-19,SS,NA,3,"Nursing staff great, doctors good"
2020-08-05,SS,EF,1,Nursing staff meals good as well.
2020-06-29,SA,NA,2,Nursing staff very welcoming and make you feel at ease.
2020-08-21,XX,NA,0,O
2020-06-08,CO,NA,3,On hand everyday lovely
2020-07-30,SA,NA,2,On the whole friendly staff and nothing too much trouble
2020-07-29,XX,NA,0,Only been here for awhile
2020-07-07,CC,NA,1,Only here one night- all fine
2020-08-06,CC,NA,1,Only on ward for a short time but was well looked after
2020-07-30,SA,NA,1,Only spoke to one person since coming onto the ward but she was very polite
2020-07-14,XX,NA,0,Or being there long enough
2020-08-14,SS,CO,3,Our nurse * was fabulous so lovely.brilliant support and care
2020-05-18,CC,NA,4,Outstanding care
2020-06-22,SS,CO,3,Outstanding care from all the staff. The nurses showed great compassion and were always making sure the patients were well cared for
2020-08-10,SS,NA,3,Over all staff are fantastic
2020-06-29,CC,NA,3,Overall fantastic service
2020-07-14,CC,NA,2,"Overall really great,"
2020-06-29,CC,NA,NA,Overall service good
2020-06-22,MI,NA,-2,Overnight staff were uninformative and failed to display any of the 6 Cs
2020-08-05,SA,NA,2,Patience and compassion.
2020-07-06,SA,NA,2,Patient care and endlessly kind
2020-08-05,XX,NA,0,Patient has Alzheimer’s
2020-07-06,XX,NA,0,Patient has dementia but always seems happy
2020-08-26,DS,NA,-3,Patient not happy because of aggressive patient
2020-08-26,SS,NA,4,"Pay them all more money, their help is priceless."
2020-08-20,SA,CO,3,People have been so kind and have gone out of their way to make me feel easy.
2020-07-07,CC,NA,4,Perfect
2020-08-12,CC,NA,4,Perfect
2020-08-13,CC,NA,4,Perfect
2020-05-06,CC,NA,3,Perfect service  V good
2020-06-08,CC,NA,4,Perfect stay
2020-06-05,CC,NA,3,Perfectly happy with my treatment and care.
2020-06-02,CO,SA,2,Personal service. Valued client and the staff are very friendly.
2020-06-04,CE,NA,1,Pleasant stay on ward
2020-06-19,CC,NA,2,Pleased with the care I received
2020-07-27,SA,NA,1,Polite nice
2020-07-08,SA,SP,2,"Polite, friendly and efficiently staff"
2020-06-22,SP,NA,3,Professional and reliable stuff and very kind Best hospital in whole world Big thanks to all of you who make that difficult time much easer  Thank you <3
2020-06-29,SP,SA,3,"Professional, caring, expert staff."
2020-08-14,SP,NA,3,Professionalism from start to finish
2020-07-31,SP,SA,3,Proffesional staff and all extremely friendly. One big family.
2020-05-06,SP,NA,2,Proffesionly Treated during stay
2020-05-18,SP,NA,2,Prompt action when I need a nurse
2020-06-16,SP,NA,2,Prompt and efficient
2020-06-03,WA,NA,2,"Prompt to seeing me, no waiting"
2020-06-29,AP,EF,1,"Punctual, reliable. Good food"
2020-06-30,CC,NA,2,Quality of the care
2020-07-21,WA,TX,2,Quick admission and discharge
2020-07-28,WA,TX,2,Quick admission and discharge
2020-05-29,MI,NA,1,Quick at answer questions
2020-08-10,WA,NA,1,Quick response.
2020-06-03,WA,NA,2,Quick treatment
2020-07-10,WA,MI,3,Quick treatment kind caring staff explained exactly what was happening. I have not been rushed or pushed to do more than I can and they are looking after me very well.
2020-08-14,WA,MM,-1,Quicker at answering the phones
2020-08-14,CM,NA,-1,Quicker with antibiotic.
2020-06-26,WA,SA,2,Quickly seen in children’s e.d and quickly brought onto the ward. Friendly staff and looked after very well
2020-07-15,XX,NA,0,Rather not comment
2020-07-30,CC,NA,2,Really good service
2020-06-11,CC,NA,2,Really good service.
2020-06-22,CC,NA,2,Really good stay as always
2020-06-26,SP,CR,3,Really impressed by the professionalism of staff especially during my early morning arrival. Felt in very good hands at all times.
2020-07-06,CC,NA,2,Really liked it here
2020-06-29,CC,NA,2,Really looked after and cared well for me
2020-07-14,CC,NA,2,"Really looked after by everyone, especially *. Reassurance is critical for any operation and I was made to feel at ease. Thank you"
2020-04-06,SA,NA,3,Really lovely nurse that took care of us from start to end
2020-05-26,SA,CR,2,Really nice staff and doctors were really helpful
2020-06-04,CR,NA,2,Rehab is excellent and help available when needed
2020-07-20,EE,SA,1,Room is nice and nurses
2020-07-20,EE,SA,2,Room is perfect. Lovely nursing staff fabulous
2020-07-03,WA,CC,2,Seen very quickly. Very happy with all care given.
2020-06-29,CR,SS,2,Service and staff
2020-07-24,CR,SS,2,Service was good staff were nice
2020-08-20,MI,NA,-1,Share information with me more.
2020-07-24,CC,NA,1,She was taken care by everyone one. Thanks.
2020-04-03,MI,CP,2,Short notice procedure but dealt with well
2020-06-25,SA,NA,1,Smiley staff
2020-08-19,EF,NA,-1,Soggy toast
2020-08-26,EF,NA,-1,Some cups of tea
2020-08-19,EQ,NA,-2,Some equipment is badly designed.  Simple things as well
2020-07-29,MI,CP,-3,Some nursing staff were brilliant but issues with the doctors not keeping me informed. Didn’t get my procedure and couldn’t get answers.
2020-08-26,CR,NA,3,Some of the care was above and beyond what I had hoped for but
2020-08-28,EE,NA,-1,Some of the other ladies were a bit noisy At night
2020-07-20,TX,NA,-1,Some slight concern about going home
2020-06-22,CO,NA,-1,Sometimes slow to respond.
2020-05-11,CR,NA,3,Sorted out quickly
2020-07-14,SS,NA,3,"Special thanks to all the staff on ward, they are wonderful caring people thank you from the bottom of my heart"
2020-07-10,XX,NA,0,Stacked eight the care
2020-04-16,SA,NA,2,Staff
2020-06-18,SS,NA,1,Staff
2020-06-17,SS,NA,1,Staff
2020-07-10,SS,NA,1,Staff
2020-08-03,SS,NA,1,Staff
2020-08-13,SS,NA,1,Staff
2020-06-30,SA,NA,2,Staff all helpful
2020-05-12,SA,MI,3,Staff all very helpful nothing to much trouble Great after care given to me All questions I had answered  All staff very patient with all inpatients
2020-07-03,SP,SA,3,Staff all very professional and helpful couldn’t of asked for better Thankyou very much
2020-05-27,CO,NA,3,Staff always have time if you have any worries
2020-04-03,SA,NA,2,Staff always helpful
2020-08-06,SS,NA,2,Staff always helpful doctors lovely
2020-07-06,SS,EF,2,Staff always welcoming and lots of coffee and biscuits. They put me first and make me feel at ease
2020-07-15,SS,NA,3,Staff and doctors are all amazing caring thoughtful lovely people Thank you to all
2020-06-01,SS,NA,2,Staff and doctors have been very friendly and helpful and caring
2020-05-29,SP,SA,2,Staff and Doctors were very professional and caring
2020-04-16,SS,NA,2,Staff and other patients
2020-05-26,SS,CR,2,Staff and ward
2020-07-22,SS,MI,3,"Staff appeared relaxed, competent, informative, helpful & kind. Very responsive to my questions & needs."
2020-06-02,SS,NA,2,Staff are all lovely and caring
2020-06-19,SS,NA,3,"Staff are always amazing - caring, supportive and understanding.  That is all of them - nurses, cleaners, catering and doctors."
2020-05-26,SS,NA,3,Staff are amazing
2020-06-23,SS,NA,3,Staff are amazing
2020-07-09,SS,NA,2,"Staff are available when required and very caring, was a pleasant stay much better than the QMC"
2020-06-01,SS,NA,2,"Staff are brilliant, I have no complaints."
2020-06-01,SS,NA,2,"Staff are brilliant, nothing is too much trouble for them."
2020-07-28,SS,NA,2,Staff are caring
2020-05-11,SP,SA,2,Staff are efficient and friendly
2020-08-12,SS,NA,3,Staff are excellent
2020-07-02,SS,NA,3,Staff are excellent and friendly
2020-06-29,SS,NA,3,Staff are excellent feel very well looked after
2020-07-29,SS,NA,3,Staff are fantastic very friendly Good at theIr job
2020-06-29,SS,NA,3,Staff are fantastic. Very attentive.  The only thing that lets it down is the food. But it’s ok. Not the worse.
2020-07-10,SS,DS,2,Staff are friendly and make you feel safe.
2020-06-17,SS,NA,2,Staff are friendly helpful nothing seems to much trouble for them
2020-08-14,SS,NA,3,Staff are great  Brilliant team
2020-07-06,SA,NA,2,Staff are happy and that makes me happy
2020-06-04,SA,NA,2,Staff are kind and pleasant
2020-07-09,SS,NA,2,Staff are lovely
2020-07-15,SS,NA,2,Staff are lovely
2020-06-03,SS,NA,2,Staff are lovely and happy
2020-06-29,SS,CO,2,"Staff are reliable, good banter, polite and understanding"
2020-07-24,SS,CS,2,Staff are so friendly and helpful. They know so much and care about everyone so I can ask them anything
2020-07-06,SS,CE,2,"Staff are so kind and helpful, they don’t make me feel bad when I ask questions"
2020-04-20,SS,NA,3,Staff are very caring
2020-07-29,SA,NA,1,"Staff are very friendly and helpful, but I am not used to a hospital environment and find sleeping difficult."
2020-04-06,SA,CE,2,Staff are very friendly and helpful. Making this hard time better while in hospital
2020-05-14,SA,NA,2,Staff are very friendly and welcoming
2020-07-03,SA,EC,2,"Staff are very friendly, this ward is our home away from home. It’s always clean, staff always are there for you and will go above and beyond to help make your stay as comfortable as possible. They have looked after my boy so well. Thank you."
2020-04-16,SA,NA,2,Staff are very helpful
2020-07-24,SA,MI,3,Staff are very helpful and explained everything and happy to listurn
2020-05-21,SS,NA,3,Staff are wonderful
2020-07-23,CO,NA,2,Staff being around
2020-06-25,SS,NA,3,Staff brilliant
2020-08-11,SS,NA,3,Staff brilliant
2020-07-13,SS,NA,3,Staff brilliant nothing too much trouble
2020-08-05,SS,NA,3,Staff brilliant very helpful and friendly
2020-08-12,MM,CR,3,Staff communicated well and were caring. I got the treatment I needed and felt my concerns were listened to.
2020-07-08,SS,CR,3,Staff did everything they could for all patients lovely staff
2020-08-03,SS,NA,2,Staff doing a good job are welcoming
2020-07-17,SS,NA,2,Staff done everything they could possibly do. No complaints
2020-06-19,SS,NA,3,Staff excellent
2020-07-23,SS,NA,3,Staff excellent
2020-07-29,SS,NA,3,Staff excellent
2020-06-10,SS,NA,3,Staff fantastic couldn’t help enough
2020-07-08,SA,SP,2,Staff friendly polite and efficient
2020-06-29,SA,MI,2,"Staff friendly, helpful and went out of their way in an difficult time. Everyone was polite and explained any questions asked."
2020-05-11,SP,CC,3,Staff give great care
2020-07-30,SS,NA,2,Staff great
2020-07-21,SS,EE,1,Staff great a little noisy over night with patients coming in
2020-08-12,CO,NA,1,Staff had a laugh and a joke with me and put me at ease
2020-07-06,SS,NA,2,Staff have always been so kind and friendly. Couldn’t have asked for better
2020-06-25,SS,NA,3,Staff have been amazing and looked after me so well
2020-06-26,SS,NA,3,Staff have been amazing and very helpful I couldn’t thank you enough thank you
2020-07-14,SS,NA,3,Staff have been brilliant. Thank you for looking after * so well
2020-07-14,SS,CS,3,"Staff have been excellent, so supportive and reassuring"
2020-08-17,SS,MI,2,Staff have been friendly and informative throughout.
2020-05-28,SA,NA,3,Staff have been incredibly helpful and welcoming
2020-06-19,SS,CR,3,Staff have been wonderful   I have felt that I have been under the care of good doctors and that my infection has been taken very seriously
2020-07-17,DS,SS,3,Staff have made me feel safe and relaxed at what’s a daunting time. Nothing has been too much trouble and I’ve felt reassured throughout my time on the ward
2020-06-08,SA,CO,2,Staff helpful and friendly and attentive
2020-07-07,SS,CP,2,Staff helpful. Procedure completed.
2020-06-25,SS,EF,2,Staff is always concerned about your well-being didn’t have to wait for anything food was good water is clean and the ward is clean
2020-05-27,MI,DC,2,Staff kept me up to date with my care. My wife was given regular daily updates and all information about my discharge date. It was very isolating being in a side room on my own because of covid.
2020-06-12,SS,DA,3,"Staff kind and caring helpful and professional  From the porters,cleaners assistants receptionists nurses doctors and consultants and radiologists food assistants Excellent treatment I felt valued and respected throughout"
2020-07-10,SS,NA,2,Staff looked after me very well
2020-07-15,SS,NA,2,Staff lovely
2020-06-18,SS,NA,2,Staff made me feel welcome
2020-07-08,SS,NA,2,Staff make you feel at home
2020-08-03,SS,NA,2,Staff members
2020-07-22,SS,NA,2,Staff on ward are wonderful very friendly and cheery
2020-05-19,SP,DC,4,"Staff on neonatal gave exceptional care to our little one and were immensely supportive, empathetic and responsive to our questions and needs through the ups and downs of our baby’s treatment and recovery."
2020-05-27,SA,CO,3,Staff on the ward are caring and empathetic
2020-06-03,SA,CO,3,Staff on ward are welcoming and empathetic
2020-07-09,SS,NA,2,Staff really caring
2020-08-26,SA,NA,1,Staff really friendly and helpful and caring
2020-07-16,SS,MI,2,Staff so friendly and kept me fully informed what was happening
2020-08-14,SS,EE,1,Staff super but some unfortunate patients very noisy at night
2020-07-27,SS,CC,3,Staff that have looked after us have been great. Very supportive and comforting. Thank you ever so much. Once everything was in place things were carried out effectively and appropriate care was given post-op
2020-06-22,SS,NA,2,Staff treated me very nicely and nothing was too much trouble.They do an amazing job.Thankyou.
2020-07-23,SA,NA,2,Staff very attentive
2020-07-13,SA,EF,2,"Staff very attentive, good meals, clean and well provided with all the essentials."
2020-07-09,SA,NA,2,Staff very caring
2020-07-21,SA,NA,2,Staff very caring
2020-07-24,SA,NA,2,Staff very caring
2020-05-29,SA,CR,3,Staff very caring. No faults overwhelmed by the service provided.
2020-05-27,SA,NA,2,Staff very efficient
2020-06-16,SA,NA,2,Staff very friendly
2020-07-03,SA,CR,3,Staff very friendly and helpful doctors also dedicated to patient welfare been a pleasant experience big well done to all the staff
2020-08-07,SA,NA,2,Staff very friendly and polite.
2020-08-03,SA,MI,2,"Staff very friendly, helpful. Took the time to explain what was going to happen and when. All clearly very good with children of a young age."
2020-06-29,SA,EE,2,Staff very friendly. Lovely side room. Very quiet. Thanks
2020-08-05,SA,EE,2,Staff very good ward is lovey
2020-08-14,SA,NA,2,Staff very helpful and friendly
2020-06-18,SA,NA,2,Staff very helpful and friendly.
2020-07-15,SA,SP,2,Staff very helpful and work hard
2020-07-01,MI,SA,2,Staff very informative and supportive and helpful
2020-08-05,SA,NA,2,Staff very supportive especially * :)
2020-07-28,SA,NA,3,Staff was amazing
2020-05-26,SP,CL,4,Staff was caring and did their best to save my life
2020-06-26,SS,NA,3,Staff was excellent
2020-07-21,SS,NA,3,Staff was fabulous came when I needed them
2020-06-16,SS,NA,3,Staff was fantastic
2020-07-28,SA,NA,2,Staff was friendly
2020-07-15,SA,NA,2,Staff was good
2020-07-29,SA,CR,3,Staff was helpful and amazing lovely and they look after me great 🥰😀😀😀
2020-06-16,SA,CO,2,Staff was so lovely and helpfull and kind and understanding with me asked about my needs at all times .
2020-06-25,SA,CR,2,Staff was very friendly helpful and caring
2020-07-24,SA,SP,3,Staff was very helpful and looked after my little girl very well
2020-07-29,SP,NA,3,Staff wearing masks
2020-06-22,SS,NA,4,Staff went above and beyond. I’m blown away by the gold star service.
2020-06-29,SS,NA,2,Staff were absolutely brilliant nothing was too much trouble
2020-07-20,SS,CO,3,Staff were absolutely fabulous and put me at ease from entering the ward. * and * are a great double act and Ant and Dec should be worried 😂😂😂
2020-07-14,SS,NA,3,"Staff were all brilliant. All very caring,polite and generally amazing."
2020-06-29,SA,SP,2,Staff were all cheerful and efficient
2020-08-27,SS,NA,2,Staff were all great
2020-08-12,SA,NA,2,Staff were all very helpful and caring
2020-04-17,SA,NA,2,Staff were all very nice and kind
2020-07-10,SA,NA,2,Staff were all very pleasant and helpful.
2020-06-01,SA,NA,2,Staff were always very pleasant and friendly
2020-07-27,SS,NA,2,Staff were amazing and caring; a special mention to * * who was extremely supportive to my wife when I was ill; she really made a massive difference. we will be writing an official letter to say as much. Thankyou!
2020-07-08,SS,NA,2,Staff were amazing just fed up with coming in and out of hospital
2020-07-09,SS,CE,2,Staff were attentive to my needs from the offset and made me feel comfortable
2020-06-18,SS,NA,3,Staff were excellent
2020-06-26,SS,NA,3,Staff were excellent
2020-06-26,SS,NA,3,Staff were excellent
2020-06-30,SS,NA,3,Staff were excellent
2020-07-02,SS,NA,3,Staff were excellent
2020-07-14,SS,NA,3,Staff were excellent
2020-08-12,SS,NA,3,Staff were excellent
2020-07-30,SS,MI,1,"Staff were excellent and attentive, it would have been helpful if consultants / doctors would have been more communicative as information developed."
2020-08-12,SS,NA,3,Staff were excellent but was lovely to go home
2020-06-26,SS,CE,3,Staff were excellent very professional and helpful made my stay more enjoyable
2020-04-06,SA,CE,2,Staff were fantastic. I felt in good hands.
2020-08-03,SA,SP,2,"Staff were friendly, professional, support and on hand to help"
2020-05-27,SA,NA,2,Staff were friendly.
2020-06-29,SA,NA,2,Staff were good
2020-07-17,SA,NA,2,Staff were good * is the best
2020-06-25,SA,NA,2,"Staff were helpful, kind and caring."
2020-06-11,SA,NA,2,Staff were lovely !
2020-06-01,SA,NA,2,Staff were polite and helpful
2020-06-08,SA,MI,3,Staff were really helpful and explained everything what will happen with my child. Thank you.
2020-08-12,MM,DP,4,"Staff were receptive to my communication needs and were willing to work with me around some of the challenges. I appreciated this very much given my partner, who helps me with this, is unable to visit  Massive 👍"
2020-05-07,SA,MI,3,Staff were so caring and the ward sister helped out with my questions.
2020-06-04,SA,NA,2,Staff were so frIendly
2020-07-17,SA,SP,2,Staff were sympathetic and generally efficient and always good humoured
2020-07-20,SA,NA,2,Staff were very attentive & friendly
2020-07-07,SA,EE,1,"Staff were very attentive and helpful, although at night time, hard to sleep due to constant activity."
2020-04-03,SA,EF,2,"Staff were very considerate, friendly & helpful. Food was very good. Nothing was too much trouble, anything I required was supplied and quickly."
2020-07-17,SA,NA,2,Staff were very friendly and helpful
2020-05-06,SA,CR,3,"Staff were very friendly and helpful, they looked after me very well"
2020-07-06,SA,MI,2,Staff were very friendly and informative
2020-07-07,SA,NA,2,Staff were very good
2020-07-20,SA,NA,3,Staff were very good and helpful but very polite too
2020-08-07,SA,EF,1,Staff were very good but you have to wait if you want a cooked breakfast
2020-08-13,SA,NA,2,Staff were very helpful and caring
2020-07-22,SA,NA,2,Staff were very helpful polite and caring
2020-06-03,SA,NA,2,Staff were very nice
2020-06-26,SA,NA,2,Staff were very nice
2020-06-26,SP,NA,3,Staff were very professional
2020-07-02,SP,NA,3,Staff were very professional
2020-07-14,SP,NA,3,Staff were very professional
2020-06-22,SP,SA,3,Staff were very reassuring and professional
2020-05-18,SS,CR,3,"Staff, doctors and treatment"
2020-07-15,SA,SP,3,Staffs are very helpful and professional
2020-06-29,TC,NA,1,Started dreadful but got better. Queens could improve. City was good
2020-07-15,CE,NA,1,Stayed on ward ward a few times I have always found this to be a lovely ward staff all work together lovely to see happy smiles during this awful pandemic
2020-08-26,MM,NA,1,Struggled to hear nurses talk because of these masks
2020-06-25,SA,CE,2,"Such friendly staff, makes the experience so much easier"
2020-06-11,CC,NA,2,Super
2020-06-25,CC,NA,2,Super care
2020-05-19,SS,NA,3,Super nurses and doctors
2020-08-05,SS,NA,2,Super staff
2020-06-29,CC,DA,3,Superb level of care—-consideration and compassion
2020-08-03,SA,CO,2,Support from staff. Very compassionate
2020-06-12,CM,SP,4,Taking away my prescribed medication putting me in to an instant withdrawal in my opinion was very unprofessional due to the fact nobody at any point explained this to me although I was open and honest about my medication. Due to this I experienced a sleepless uncomfortable night I feel was very unnecessary. Apart from that all went well.
2020-06-30,EF,NA,1,Tea and snacks
2020-08-20,EQ,NA,-2,Televisions that work! In rooms and bays Blinds in windows that work  Bay divider curtains that work!
2020-08-11,CO,SS,3,Terrible circumstances to be admitted to hospital. However the care and compassion we received was excellent. We could not wish for more compassionate nurses! They are superb at their job it must be very emotionally challenging.
2020-06-25,SA,NA,2,Thank you * for always be kind and attentive
2020-07-15,CC,NA,2,Thank you ward
2020-07-17,CC,NA,2,Thank you for all you have done for me
2020-07-15,CC,SS,2,Thank you For care received from all staff domestics food servers reception docs to many to mention but thank you so much
2020-07-21,EQ,NA,1,Thank you for putting me near the window. I really enjoyed looking at the trees.
2020-07-28,CC,NA,3,Thank you for your excellent care
2020-05-06,CC,NA,3,Thank you to all for your excellent care
2020-07-20,CC,CL,4,"Thank you to all the amazing staff on both 2 wards. You have all been wonderful and took great care of *. Without you all he wouldn’t have made the amazing recovery he has done today and Me and his Dad will be forever grateful.  A special Thankyou to both * and * for reassuring me through everything, * and Me loved you both very much 😀💕  Love  Claire and Travis xxx"
2020-06-04,SS,NA,2,Thank you to all the staff for everything they do.
2020-08-12,SS,NA,2,Thank you to all the wonderful staff who cared for me
2020-07-23,CC,SA,3,Thank you to everyone for the amazing care and kindness.
2020-07-15,CS,NA,2,Thank you to everyone for your care and suppoort
2020-06-11,EF,NA,1,"Thank you to everyone, the meals were so big I can’t eat it all."
2020-06-11,SS,NA,2,Thank you to everyone.
2020-06-30,SS,NA,2,Thanks everyone for looking after me - you are all lovely and I will miss coming
2020-07-03,CC,SS,2,"Thanks for all the excellent care, everyone from front desk to nurses are brilliant. People always have time to talk and reassure you which is what you need"
2020-06-22,SA,NA,2,Thanks for always being friendly
2020-08-07,SS,NA,2,Thankyou to all the staff for everything they have done to help.
2020-07-14,WA,DA,-4,The amount of Waiting especially when you are told you can go home is ridiculous. Some nurses found it difficult when I told them I was hard of hearing with one nurse treating me like a scolded child.
2020-04-14,CR,SS,4,"The atmosphere in the ward is excellent and all the staff seem very happy to work here. Everybody is friendly, helpful and hard working. It’s almost a joy to be a patient."
2020-07-07,CC,NA,3,The attention and quality of care couldn’t be faulted
2020-08-07,CO,SS,3,"The attention received today, was really First Class, including the theatre staff, Mr * himself, were most informative, and really put me at ease.   Nothing was too much for the nurses on the ward. I have been in Hospital, too many times, but never at Nottingham.  I have been most impressed and thank you all  very much for your care."
2020-07-03,CR,EC,3,"The attention to detail, cleanliness and caring ways in the way you do everything everyday is excellent."
2020-08-13,CC,SS,3,The best service excellent and thanks to all the staff
2020-08-26,EF,NA,-1,The breakfast toast could be warmer 😊 ...... no really it could...😇
2020-08-03,CC,MI,3,The care and information was excellent
2020-07-27,CC,SP,4,The care and quality of nursing was exemplary - the whole team was outstanding - you should be proud
2020-06-19,CC,SS,3,The care and service from the hostess and domestics and all the nurses and doctors are a huge asset to the nhs and I’m proud of them all for the job they are doing not only during this crisis but every day.
2020-06-09,CC,SA,3,The care given was excellent the staff are so lovely and thank you all
2020-07-20,CC,NA,2,The care has been great
2020-06-22,CC,SS,4,The care I have received as been amazing. Thank you to the nurses looking after me and urology doctors.
2020-08-12,CC,SS,4,"The care I have received has been second to none. The staff all work together, effortlessly, as an amazing team. They are knowledgeable, skilled, thoughtful, caring and nothing has been too much for them. I have felt safe and relaxed in the care I have received."
2020-07-13,CC,SS,4,The care I’ve received from the doctors consults were amazing but the after care team in ICU and HDU have been the best I’ve ever experience with nothing being to much for the staff looking after me * * and * * were looking after to me Sunday they have made my experience a very positive experience saying that everyone has been awesome
2020-05-18,CC,CE,3,"The care is excellent, the staff treat you as individuals, nothing is to much trouble. I know if I have to come in I don’t mind coming cause they care."
2020-07-17,CC,SS,3,The care the staff have given me has been excellent both physically and in supporting my personal needs. It would have been so difficult being in hospital without their care and understanding.
2020-06-08,CC,NA,3,The care was amazing
2020-05-22,CC,SS,3,The care was amazing and all the staff 😁
2020-07-08,CC,SA,3,The care was brilliant and everybody was helpful and friendly would not hesitate to recommend to other people.
2020-08-07,CC,SA,3,The care was excellent staff were friendly and helpful
2020-07-08,CC,SS,2,"The care was very good , all levels of staff was brilliant"
2020-08-03,CC,SA,2,The care was very good. Staff very friendly
2020-07-06,CR,NA,3,The devil works hard but this ward works harder
2020-07-06,EF,NA,2,The dinners have been lovely really tasty.
2020-06-10,SP,CP,3,The doctor was brilliant and surgery went well The staff was amazingly good
2020-08-05,SS,MI,3,"The doctors and nurses have been fantastic, both in treatment and explaining all procedures. All the nurses have very helpful and kind,as have all the other staff. I have been very well looked after."
2020-05-26,CP,NA,3,The doctors that inserted my ascetic drain Dr *l * was fantastic I felt no pain and the process was smooth.  * * was so great - worthy of a daisy nomination
2020-04-02,WA,CP,3,"The Drs saw us quickly, diagnosed the problem & surgically repaired it within 36 hours of us being here. The nurses are approachable & competent & overall I am very happy with the service on the XXXX"
2020-08-03,CC,NA,3,The excellent service look after all your needs.
2020-08-26,EF,NA,-1,The food needs to be a little bit smaller also not pilled up messes.
2020-08-26,EF,NA,-1,The food needs to improve.
2020-08-13,SA,CO,2,The kindness and patience I was shown was exceptional from all staff. The surgeons were particularly on hand whenever it was needed.
2020-07-29,SA,NA,2,The kindness of all the staff
2020-05-26,CC,NA,3,The level of care was excellent
2020-06-16,EF,NA,2,"The meals have been wonderful, thank you."
2020-07-30,SP,DA,-3,"The noise and chatter was awful, staff stood leaning up against the reception desk talking and laughing and not working, not sure why they would do this because some others were running about obviously busy."
2020-07-07,SA,NA,2,The nurse was very nice to me
2020-08-17,SS,NA,3,the nurses amazing * and * need a pay rise.
2020-08-05,SA,NA,3,"The nurses and doctors were amazing,they really made my 6 year old feel at ease. He was so happy he didn’t want to leave."
2020-07-31,SS,CC,3,The nurses and doctors were brilliant and looked after * so well and were so supportive too. The care has been amazing.
2020-07-29,SA,NA,3,The nurses and HCA have been pleasant throughout though and could not be more willing. Listened to my history more and taken that into consideration.
2020-05-06,SS,NA,3,The nurses and staff have been brilliant.
2020-08-07,SS,NA,3,The nurses and staff were brilliant
2020-07-16,SS,NA,3,"The nurses and the have staff have been so caring and  kind. They have been so good to me, I can’t thank them enough x"
2020-07-30,SS,MI,3,The nurses are all so lovely  My nurse * was informative and professional. Always with a smile
2020-06-25,SS,NA,3,The nurses are brilliant
2020-08-12,SS,EC,3,The nurses are fabulous and the ward very clean and food good.
2020-06-12,SA,EE,2,The nurses are very caring and the ward feels calm
2020-08-03,SA,CR,-2,The nurses were absolutely amazing the doctors did not see me for at least a day after arriving on the ward I was told I would have a lot of test that didn’t happen meds were changed without me knowing and a lot of conflicting information sent home still in the unknown
2020-07-10,SS,CO,3,"The nurses were friendly, professional and attentive, carrying out regular checks and happy to answer questions or help, thank you."
2020-06-25,MI,NA,2,"The nurses were good at keeping us informed. It’s been difficult with covid, but we have been allowed to visits mum"
2020-08-17,SA,NA,2,The nurses were helpful and friendly
2020-06-04,SA,NA,2,The nurses were quite supportive and were very helpful friendly and gave me a happy experience which made me feel I was in safe hands.  The doctors were also spot on with methods of treatments no loopholes
2020-07-13,SA,NA,2,The nurses were very helpful and friendly
2020-06-29,SA,NA,2,The nurses were very nice and very patient
2020-07-07,SA,CP,2,The nurses were very patient with me and I am very happy to be going home as well as I am
2020-06-18,SA,NA,2,The nurses where very helpfully.and polite.
2020-05-29,SP,CE,4,"The nursing staff on the ward were so supportive and really seemed to get me, especially when I was anxious. * was also amazing."
