"code","target","feedback","criticality","trust","question"
"ss","Staff","I found the staff to be very pleasent, and helpful and overall care was fantastic. The ward was always clean and very well maintained throughout my stay.  Thank god for the NHS!","3","Trust C","Trust C - Q1"
"ef","Environment/facilities","I got ice cream 🍦","1","Trust C","Trust C - Q1"
"wa","Access","I got seen before my appointment time, thanks for being so quick","2","Trust C","Trust C - Q1"
"wa","Access","I got seen straight away and treated","2","Trust C","Trust C - Q1"
"cc","Care received","I had a good experience in the whole time I was here.","1","Trust C","Trust C - Q1"
"sp","Staff","I had confidence in all of the staff. Everyone was professional and caring.","3","Trust C","Trust C - Q1"
"dp","Dignity","I had to ask a couple of staff their name  I was informed of the plan frequently and involved in it","3","Trust C","Trust C - Q1"
"mi","Communication","I have answers when I need them, everyone is so helpful and make me feel safe","3","Trust C","Trust C - Q1"
"cr","Care received","I have been before and I find the service and politeness outstanding.","3","Trust C","Trust C - Q1"
"ss","Staff","I have been here over two years now. The staff have become family to me. I can’t fault anything they have done for me and my family","3","Trust C","Trust C - Q1"
"ss","Staff","I have been in hospital for a month- the staff couldn’t have been betteR","3","Trust C","Trust C - Q1"
"cc","Care received","I have been looked after so well and nothing is to much trouble for any of the nurses","3","Trust C","Trust C - Q1"
"cc","Care received","I have been looked after so well thank you","3","Trust C","Trust C - Q1"
"cc","Care received","I have been looked after very well","3","Trust C","Trust C - Q1"
"cr","Care received","I have been treated extremely well and I am very impressed with the food and the way the nurses are with me thank you all","2","Trust C","Trust C - Q1"
"cr","Care received","I have been very happy with my care.","2","Trust C","Trust C - Q1"
"cr","Care received","I have been very happy with the care I’ve received","2","Trust C","Trust C - Q1"
"cr","Care received","I have been well looked after","2","Trust C","Trust C - Q1"
"cr","Care received","I have been well looked after","2","Trust C","Trust C - Q1"
"cr","Care received","I have been well looked after, particularly by my nurse of the past few days","3","Trust C","Trust C - Q1"
"cc","Care received","I have had a lovely stay on this ward.","2","Trust C","Trust C - Q1"
"cc","Care received","I have had a really comfortable stay whilst here on XXX with excellent treatment","4","Trust C","Trust C - Q1"
"cc","Care received","I have had the best treatment from the most caring professional staff and can think this is the best ward ever","4","Trust C","Trust C - Q1"
"cc","Care received","I have just a few experiences as a patient but as a carer many. This is the best ward that I have seen for care and communications. Excellent!","4","Trust C","Trust C - Q1"
"cc","Care received","I have never had a previous long hospital stay, so would find it difficult to comment.  But I was perfectly comfortable, and felt that I could ask if I needed anything!  The staff could always say no!","2","Trust C","Trust C - Q1"
"eq","Environment/facilities","I like the decorations it is always so cheerful and bright","1","Trust C","Trust C - Q1"
"ec","Environment/facilities","I like the room i am in its very clean","2","Trust C","Trust C - Q1"
"cc","Care received","I liked it here felt cared for","1","Trust C","Trust C - Q1"
"ss","Staff","I received holistic gentle nursing care from all the staff. From delivery of endless tea by kitchen staff to the porters everyone has been amazing.","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","I think is everything good","3","Trust C","Trust C - Q1"
"ss","Staff","I think the staff here are fantastic, kind and understanding.","2","Trust C","Trust C - Q1"
"sp","Staff","I thought the staff were both friendly and professional and instilled confidence in me that I was receiving the best possible care and attention.","3","Trust C","Trust C - Q1"
"sp","Staff","I thought the staff were very receptive, friendly, and seemed very professional in their attitude.","3","Trust C","Trust C - Q1"
"ss","Staff","I want the nurses to get the recognition they deserve","3","Trust C","Trust C - Q1"
"ss","Staff","I want to we’re all nice people your all special to help people like me","2","Trust C","Trust C - Q1"
"sp","Staff","I was a bit disappointed in the care I received on one of the wards before coming onto this one the staff were quite cold towards the patients and the lack of any radios made the time drag on","-3","Trust C","Trust C - Q1"
"sp","Staff","I was attended to very professionally","3","Trust C","Trust C - Q1"
"cc","Care received","I was brilliantly looked after","3","Trust C","Trust C - Q1"
"wa","Access","I was given all the help I needed quickly and with great care","3","Trust C","Trust C - Q1"
"ce","Care received","I was happy most times with staff always to reassure  Me I was in good hands","3","Trust C","Trust C - Q1"
"mi","Communication","I was kept informed of how my treatment would proceed and an explanation given. Thank you","2","Trust C","Trust C - Q1"
"mi","Communication","I was kept up to date by the nurses and they answered all my questions","2","Trust C","Trust C - Q1"
"cp","Care received","I was left from 6 pm till 6 am and not one nurse came and did obs. Or even just asked if I was ok or needed anything. I have also been left on a ward for 4 days. With really bad tummy pains only to be told by the consultant to go home and manage pain at home. Which if that was the case I could have gone after the first day. The consultant advised she did not want to operate as I have had previous surgery on the same side, she would find it difficult to do the surgery and did not want to. Which I feel very let down by the nhs I have a cyst on my ovaries which is 5cm, been in pain for the last 7days and the consultant advised to manage pain at home , I really don’t see the point in this. I have had a cyst before which raptured after 7 days. So with my past medical history and the nhs website advising cysts that are 5cm or bigger and causing problems should be removed. Why the consultant won’t, I don’t know And if she finds it personally hard then she should have got someone you could do the surgery.","-4","Trust C","Trust C - Q1"
"cr","Care received","I was looked after and kept informed at all times","2","Trust C","Trust C - Q1"
"cr","Care received","I was looked after really well and everything was explained well","2","Trust C","Trust C - Q1"
"cr","Care received","I was looked after very well","2","Trust C","Trust C - Q1"
"cr","Care received","I was looked after very well by everyone","2","Trust C","Trust C - Q1"
"dp","Dignity","I was looked after very well during the day but had am awful night the first night. I cried all night and repeatedly reported feeling unwell and strange heart rate and breathing. I was not listened to at all and told I was having panic attacks or that I ‘must be anxious’. * was the only person who believed me.  I found this very distressing. It wasn’t until the morning that the day nurses and * from pain team confirmed the erratic heart rate and took me off the epidural. Since then I have been fantastic. I think medical professionals should listen to their patients. I wasn’t having panic attacks, the epidural made me unwell. To be not listened to in this way made my first night post op very traumatic.","-4","Trust C","Trust C - Q1"
"cr","Care received","I was looked after well and everyone was so welcoming and friendly","3","Trust C","Trust C - Q1"
"cc","Care received","I was made to feel nothing was to much trouble with the care I received while I was here.","3","Trust C","Trust C - Q1"
"ti","Transition/coordination","I was moved from Southwell to this ward. I didn’t like being in a room on my own and would have preferred to stay where I was","-2","Trust C","Trust C - Q1"
"cc","Care received","I was on NSPU. Excellent care.  Caring and compassionate staff","3","Trust C","Trust C - Q1"
"sa","Staff","I was only in for a day and I knew a lot of the nurses on the ward and they made me feel really welcome an looked after me very well","3","Trust C","Trust C - Q1"
"ss","Staff","I was pleased with how the staff was","2","Trust C","Trust C - Q1"
"cp","Care received","I was put in a ward and as extremely vulnerable was surprised to find another person just a bed away with difficult respiratory symptoms. I removed myself from that ward.","4","Trust C","Trust C - Q1"
"da","Dignity","I was respected, my questions were answered and staff had time to talk to me. Everyone was gentle and very caring.","3","Trust C","Trust C - Q1"
"wa","Access","I was seen quickly","2","Trust C","Trust C - Q1"
"da","Dignity","I was treated with respect and kept fully informed of why they were doing what they had to do.","3","Trust C","Trust C - Q1"
"da","Dignity","I was treated with respect and my dignity was thought of at all times. The staff are fab, not just on the ward but during the whole admission process. I have never had a spinal block before and  was a bit scared but the aneathatist stayed with me throughout the operation. When transported to the ward I felt safe and cared for.","3","Trust C","Trust C - Q1"
"cc","Care received","I was very happy about everything and everyone","3","Trust C","Trust C - Q1"
"ce","Care received","I was very scared but my nurse looking after me was very calming and reassuring","3","Trust C","Trust C - Q1"
"sp","Staff","I was very scared coming into hospital but once I was admitted on to the ward I found the staff to be very nice and they made me feel better in myself, all my treatment went very well","3","Trust C","Trust C - Q1"
"cc","Care received","I was well looked after","2","Trust C","Trust C - Q1"
"cc","Care received","I was well looked after by the nurses.","2","Trust C","Trust C - Q1"
"cc","Care received","I would be happy to stay on this ward. Everyone from the top to the bottom gave excellent care.  Thank you 🙏","3","Trust C","Trust C - Q1"
"cc","Care received","I would like to stay here.","2","Trust C","Trust C - Q1"
"ss","Staff","I would like to thank all the medical team ,nurses, domestics,TB Nurse and discharge team for helping me through my stay on the ward. It’s been a long journey but I have made it.","3","Trust C","Trust C - Q1"
"ce","Care received","I’m Confused but everyone/ thing has been amazing","4","Trust C","Trust C - Q1"
"ss","Staff","I’m happy to be going home but I am very grateful to the staff for all they have done during my stay","3","Trust C","Trust C - Q1"
"sp","Staff","I’m sure everyone works very hard to look after us","2","Trust C","Trust C - Q1"
"cm","Care received","I’m sure the medical care has been good. (Despite last night when I had to tell the agency nurse omitted the Aciclovir from my drugs and I had to ask for it.)   Communication in general from you has been poor. Eg Surrounding ‘Fluid balance’ some staff seemed to treat it as important and others made me feel that my efforts in this very dehumanising aspect of treatment were a waste of time.  Also 1 particular HCA inspired great anxiety with her inability to either answer a straight questions or say she would ask someone else if she didn’t know the answer.","-4","Trust C","Trust C - Q1"
"ss","Staff","I’m very impressed by the way I was treated and cared for the staff very attentive,friendly ,helpful and professional. Everyone was absolutely amazing.","4","Trust C","Trust C - Q1"
"ss","Staff","I’ve been a patient three times now and you all do great job","3","Trust C","Trust C - Q1"
"cc","Care received","I’ve been in for various reasons and I have benn very happy with my care","3","Trust C","Trust C - Q1"
"cc","Care received","I’ve been looked after very well","3","Trust C","Trust C - Q1"
"cc","Care received","I’ve been looked after very well. Staff helped me.","2","Trust C","Trust C - Q1"
"ss","Staff","I’ve been treated right by staff.","2","Trust C","Trust C - Q1"
"cc","Care received","I’ve had quite a good experience in hospital","2","Trust C","Trust C - Q1"
"sp","Staff","I’ve never known how hard the staff work to make patients feel so cared and loved for the staff both day and night are amazing and very highly professionals that made my stay in hospital so bareable I feel a million times better than I did when I came into hospital they very quickly diagnosed my illness and very quickly treated me over a week stay in hospital that I was dreading thank you so so much","4","Trust C","Trust C - Q1"
"cc","Care received","If gave the answer as I was looked after really well and the staff are kind and helpful.","2","Trust C","Trust C - Q1"
"sp","Staff","If I need attention the staff were always around","2","Trust C","Trust C - Q1"
"ss","Staff","If it wasn’t for the staff we wouldn’t get anywhere, they have been good to me whilst here","2","Trust C","Trust C - Q1"
"cr","Care received","Impeccable service, couldn’t fault it.","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","Impressed with everything","3","Trust C","Trust C - Q1"
"sp","Staff","Impressed with the nursing care and doctors","3","Trust C","Trust C - Q1"
"ss","Staff","In my opinion 95% of staff deserve twice their pay, 5% off staff have forgotten where their compassion and dedication have gone.","3","Trust C","Trust C - Q1"
"cr","Care received","In my opinion it’s like home from home anything required is there if it isn’t you only have to ask when doctors and nurses come daily to see you they speak involving you using words and phrases I don’t understand then the doctor will explain in words and phrases I do telling me exactly what has happened and what is going to be done next plus answer any questions I may have at any time along the way then a nurse will return to make sure I’ve understood everything and go over any points I may not be clear about so as I say I know exactly what’s going on and also a nurse will inform my wife and do exactly the same so she is up to date also having her questions answered as I say I’ve been very well looked after like home from home everyone spot on","3","Trust C","Trust C - Q1"
"mi","Communication","In the pre op information it would be good to know that your child will be anaesthetised in theatre so you can prepare them in advance. It was a bit overwhelming.","-2","Trust C","Trust C - Q1"
"cc","Care received","Incredible experience that I wasn’t expecting.","4","Trust C","Trust C - Q1"
"eq","Environment/facilities","It got a bit boring sometimes tv screens like before?","-1","Trust C","Trust C - Q1"
"cc","Care received","It is always excellent and fantastic staff","3","Trust C","Trust C - Q1"
"sa","Staff","It was really good apart from being ill. Everyone was caring, really supportive and did their best to get me better","3","Trust C","Trust C - Q1"
"cc","Care received","It was a great service and a pleasure to meet a professional staff","3","Trust C","Trust C - Q1"
"wa","Access","It was a long wait but it was okay","-1","Trust C","Trust C - Q1"
"wa","Access","It was a short stay and I was delt with very quickly","1","Trust C","Trust C - Q1"
"ee","Environment/facilities","It was a wonderful ward so bright and clean.the staff were really caring and reassuring when I was a bit tearful","SS","Trust C","Trust C - Q1"
"cc","Care received","It was all excellent","4","Trust C","Trust C - Q1"
"cc","Care received","It was all very good","3","Trust C","Trust C - Q1"
"cc","Care received","It was all well done","2","Trust C","Trust C - Q1"
"cc","Care received","It was mainly a good experience the nurses were helpful but some not as patient as others","2","Trust C","Trust C - Q1"
"cc","Care received","It was perfect for me","3","Trust C","Trust C - Q1"
"co","Care received","It would have been nice to have someone to speak to","-3","Trust C","Trust C - Q1"
"co","Care received","It’s a very welcoming ward lovely staff","2","Trust C","Trust C - Q1"
"sp","Staff","It’s because that doctors, nurses help me","1","Trust C","Trust C - Q1"
"cc","Care received","It’s been very good on here","2","Trust C","Trust C - Q1"
"da","Dignity","It’s good, the only I don’t like is when I have to go the toilet and be led there by the nurses .","-1","Trust C","Trust C - Q1"
"cc","Care received","It’s the best place to be when poorly","1","Trust C","Trust C - Q1"
"ce","Care received","Ive really enjoyed my stay, the meals have been lovely, thank you.","2","Trust C","Trust C - Q1"
"cc","Care received","Just a generally all round good service and care","2","Trust C","Trust C - Q1"
"cc","Care received","Just been happy on the ward","1","Trust C","Trust C - Q1"
"cc","Care received","Just too many positive things to list about how wonderful you all are. Heartfelt thank you all everything,truly a very compassionate and kind team. We will miss you all dearly xxxxxxx","4","Trust C","Trust C - Q1"
"sa","Staff","Just very nice people, able to keep on top of everything","2","Trust C","Trust C - Q1"
"cc","Care received","Keep up the good work","2","Trust C","Trust C - Q1"
"cc","Care received","Keep up the good work","2","Trust C","Trust C - Q1"
"mi","Communication","Kept informed of delays and caring helpful staff throughout.","2","Trust C","Trust C - Q1"
"mi","Communication","Kept informed, felt comfortable at every stage","2","Trust C","Trust C - Q1"
"mi","Communication","Kept informed. Continuous check backs regarding pain and well being. Friendly personable staff","2","Trust C","Trust C - Q1"
"mi","Communication","Kept me informed on what was happening and when. The medication could have been processed faster, I’ve waited 8 hours for medication and that is time where I could of been sent home","-1","Trust C","Trust C - Q1"
"sa","Staff","Kind and caring","2","Trust C","Trust C - Q1"
"sa","Staff","Kind and supportive, friendly and helpful","2","Trust C","Trust C - Q1"
"sa","Staff","Kind attentive staff","2","Trust C","Trust C - Q1"
"sa","Staff","Kind nurses","2","Trust C","Trust C - Q1"
"sa","Staff","Kind staff and quick to see to me.","2","Trust C","Trust C - Q1"
"sa","Staff","Kindness and care from nurses  Communication   Facilities available","2","Trust C","Trust C - Q1"
"sa","Staff","Kindness as I get lots of tea and people ask how I am and listen to me","2","Trust C","Trust C - Q1"
"ce","Care received","Knowing staff is there to look after me","2","Trust C","Trust C - Q1"
"ce","Care received","Knowing staff is there to look after me","2","Trust C","Trust C - Q1"
"ec","Environment/facilities","Knowing staff is there to look after me","2","Trust C","Trust C - Q1"
"ml","Communication","Listen, listeners, listening, lot of people who are seemingly doing the 3 L above don’t. I found i would ask a question, that was ignored they were just thinking of theIr next question time and time again, I would for once love a straight answer, also lack of the left hand not knowing what the right hands doing","-4","Trust C","Trust C - Q1"
"wa","Access","Long wait","-2","Trust C","Trust C - Q1"
"cc","Care received","Looked after all the time","2","Trust C","Trust C - Q1"
"cc","Care received","Looked after and cared for very well","2","Trust C","Trust C - Q1"
"cc","Care received","Looked after brilliantly very satisfied with doctors and nurses  They will explain everything Well informed","3","Trust C","Trust C - Q1"
"cc","Care received","Looked after me very well","2","Trust C","Trust C - Q1"
"cc","Care received","Looked after my dad with care and respect","2","Trust C","Trust C - Q1"
"cr","Care received","Looked after on ward care from the doctors and nurses was good and I felt safe and comfortable during my stay",NA,"Trust C","Trust C - Q1"
"cc","Care received","Looked after quickly and efficiently","2","Trust C","Trust C - Q1"
"cc","Care received","Looked after very well","3","Trust C","Trust C - Q1"
"cc","Care received","Looked after very well","2","Trust C","Trust C - Q1"
"cc","Care received","Looked after very well","2","Trust C","Trust C - Q1"
"cc","Care received","Looked after very well by doctors and nurses. Felt in safe hands.","2","Trust C","Trust C - Q1"
"cc","Care received","Looked after very well by the nurses","2","Trust C","Trust C - Q1"
"cc","Care received","Looked after well by the nurses","2","Trust C","Trust C - Q1"
"cc","Care received","Looked after well on here","2","Trust C","Trust C - Q1"
"sl","Staff","Lots of staff, nice meals.","3","Trust C","Trust C - Q1"
"ef","Environment/facilities","Lots of tea and biscuits","1","Trust C","Trust C - Q1"
"cc","Care received","Love it here","3","Trust C","Trust C - Q1"
"cc","Care received","Love it here","3","Trust C","Trust C - Q1"
"eq","Environment/facilities","Love the bright decorations so colourful and really cheers me up. Wish all wards were the same","1","Trust C","Trust C - Q1"
"ss","Staff","Loved * he really looked after me","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely","1","Trust C","Trust C - Q1"
"sa","Staff","Lovely and looked after me and made me better","3","Trust C","Trust C - Q1"
"sa","Staff","Lovely caring staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely friendly nurses","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely friendly staff. Good care","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely ladies care 100%","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely nurses","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely nurses","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff and made you feel welcome.","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff but just wanted to go home","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff couldn’t ask for better","3","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff good care not enough tea","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff nice stay with things to do","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff nothing too much trouble","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff on the ward","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff,","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff, so patient and kind","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff,very welcoming","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff.","2","Trust C","Trust C - Q1"
"sa","Staff","Lovely staff. Always around so you feel safe","2","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward and caring staff","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward and fantastic staff","2","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward and team","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward and very caring staff","2","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward it really is","2","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward lovely people","1","Trust C","Trust C - Q1"
"cc","Care received","Lovely ward well looked after","2","Trust C","Trust C - Q1"
"sa","Staff","Lovey staff","1","Trust C","Trust C - Q1"
"ce","Care received","made me feel so well and all staff very friendly","3","Trust C","Trust C - Q1"
"da","Dignity","Made me feel welcome","1","Trust C","Trust C - Q1"
"ce","Care received","Made to feel relaxed and was informed of everythin* that is happening in detail","2","Trust C","Trust C - Q1"
"ds","Dignity","Made to feel safe & welcome. Everyone friendly.","3","Trust C","Trust C - Q1"
"ds","Dignity","Made to feel very safe","3","Trust C","Trust C - Q1"
"sa","Staff","Made very welcome the staff was excellent friendly 100% professional","3","Trust C","Trust C - Q1"
"cc","Care received","Marvellous ward","2","Trust C","Trust C - Q1"
"ef","Environment/facilities","Maybe you could have had more tea trolleys!","-1","Trust C","Trust C - Q1"
"cc","Care received","Me and my baby was looked after really well","3","Trust C","Trust C - Q1"
"ss","Staff","Members of staff","1","Trust C","Trust C - Q1"
"cr","Care received","Most aspects of care were perfect","3","Trust C","Trust C - Q1"
"sa","Staff","Most of the staff where warm and friendly, which you need at a time like this, especially *, really was great 👍  credit to you team.  Cleanliness was pretty good, change of water needs to be done more, as on my first day I got my jug at 10.30 am and it didnt get changed until I asked at 11pm and that day it was 34oc but overall was happy 👍 with everything, especially staff","3","Trust C","Trust C - Q1"
"sa","Staff","Most people (a few in particular) has been so friendly and caring. They have made me feel at ease when I have been frightened and managed to make me smile even if I didn’t feel like it.","4","Trust C","Trust C - Q1"
"sa","Staff","Most staff very pleasant from nurses to recepionist","3","Trust C","Trust C - Q1"
"cc","Care received","Mostly went well","1","Trust C","Trust C - Q1"
"cc","Care received","Mum received excellent care while on ward","2","Trust C","Trust C - Q1"
"cc","Care received","Mum was looked after well but I would have liked to be able to visit more but I do understand","1","Trust C","Trust C - Q1"
"cc","Care received","My care has been excellent. Everyone involved was lovely","4","Trust C","Trust C - Q1"
"cc","Care received","My care was great really well looked after.","2","Trust C","Trust C - Q1"
"ss","Staff","My Consultant M* * has been amazing","3","Trust C","Trust C - Q1"
"sp","Staff","My father can be very difficult- ward went excellent","3","Trust C","Trust C - Q1"
"sp","Staff","My leg was very sore and painful and the nurses were so gentle and lovely when they washed me and also very chatty and kind","3","Trust C","Trust C - Q1"
"cc","Care received","My name is * * l found my stay excellent whilst I was recovering the staff are worth the weight in gold and I felt like the queen they deserve more money thanks a lot to you all I going to miss you all yours sincerely * * 🥰🥰🥰🥰","3","Trust C","Trust C - Q1"
"sa","Staff","My nurse * *'s was fantastic. She was caring and a pleasure to talk too. The ward is nicely decorated in colourful pictures and it gives a happy feeling to the ward. I was a new patient coming to the ward, so I was a bit nervous but it’s so welcoming and the staff are all lovely","2","Trust C","Trust C - Q1"
"cf","Care received","My son had an urgent operation and was a long surgery and was the only person on the ward all day they was fantastic with me.","3","Trust C","Trust C - Q1"
"cr","Care received","My son has been look after really well and the staff have been supportive","2","Trust C","Trust C - Q1"
"cc","Care received","My stay has been excellent, all the staff have been very helpful especially *.","3","Trust C","Trust C - Q1"
"ce","Care received","My stay was very relaxed and I was very well cared for","2","Trust C","Trust C - Q1"
"cm","Care received","My tablets took awhile to come from pharmacy.","-1","Trust C","Trust C - Q1"
"wa","Access","My treatment wasn’t ready on time, I know they’re busy but it would be nice to not wait","-2","Trust C","Trust C - Q1"
"wa","Access","My visits haven’t been too bad, just a lot of waiting around. Other than that no problems at all.","-1","Trust C","Trust C - Q1"
"cc","Care received","My whole experience was good under my current situation","1","Trust C","Trust C - Q1"
"cf","Care received","My wife is dying and I appreciate being allowed to see her in her last days","4","Trust C","Trust C - Q1"
"cc","Care received","Never been so well looked after.","4","Trust C","Trust C - Q1"
"cc","Care received","Never expected to have such extra care given to me","2","Trust C","Trust C - Q1"
"wa","Access","Never have to wait to be seen - treatment here already always great","2","Trust C","Trust C - Q1"
"cc","Care received","NHS at its best ..all care throughout my stay brilliant. Cheerful,smiling faces, with high level professional.","3","Trust C","Trust C - Q1"
"ss","Staff","Nhs should be proud of all their doctors and nurses for all the excellent care","3","Trust C","Trust C - Q1"
"ec","Environment/facilities","Nice clean and welcoming ward","1","Trust C","Trust C - Q1"
"ec","Environment/facilities","Nice clean ward staff all very friendly and helpful was looked after very well","2","Trust C","Trust C - Q1"
"ee","Environment/facilities","Nice environment and staff","1","Trust C","Trust C - Q1"
"sa","Staff","Nice nurses and kind","1","Trust C","Trust C - Q1"
"sa","Staff","Nice people","2","Trust C","Trust C - Q1"
"sa","Staff","Nice people.","1","Trust C","Trust C - Q1"
"ec","Environment/facilities","Nice relaxed atmosphere also staff amazing","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff  food","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff food was lovely","1","Trust C","Trust C - Q1"
"sa","Staff","Nice staff very positive during the COVID","2","Trust C","Trust C - Q1"
"cc","Care received","Nice ward","1","Trust C","Trust C - Q1"
"cc","Care received","Nice ward","1","Trust C","Trust C - Q1"
"sa","Staff","Nice ward and staff","2","Trust C","Trust C - Q1"
"sa","Staff","Nice ward nice staff","2","Trust C","Trust C - Q1"
"cc","Care received","Nice ward pleasant nurses and staff","1","Trust C","Trust C - Q1"
"ec","Environment/facilities","Nice ward was clean and tidy. Toilets was clean and the bay in general. Food pleasantly nice for hospital food. Nurses was quite smiley and all seemed to get on. Good care from my nurses.","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","No","1","Trust C","Trust C - Q1"
"ss","Staff","No all the doctors and nurses and staff are brilliant everyone of them","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","No been happy with everything","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","No complaints about anything","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","No everything was fine no problem","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","No grumbles from me.","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","No issues 👍","2","Trust C","Trust C - Q1"
"xe","Miscellaneous","No it’s all nice","2","Trust C","Trust C - Q1"
"xe","Miscellaneous","No not really","2","Trust C","Trust C - Q1"
"xe","Miscellaneous","No nothing","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","No nothing","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","No problems, felt looked after","3","Trust C","Trust C - Q1"
"ss","Staff","No you were great","2","Trust C","Trust C - Q1"
"xe","Miscellaneous","No.","2","Trust C","Trust C - Q1"
"xn","Miscellaneous","None","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","None","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","None","1","Trust C","Trust C - Q1"
"xn","Miscellaneous","Not alot","1","Trust C","Trust C - Q1"
"xe","Miscellaneous","Not as far as I was concerned","2","Trust C","Trust C - Q1"
"xn","Miscellaneous","Not bothered","1","Trust C","Trust C - Q1"
"xe","Miscellaneous","Not really been happy with everything","3","Trust C","Trust C - Q1"
"xe","Miscellaneous","Not that I can think of","2","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
"xn","Miscellaneous","Nothing","3","Trust C","Trust C - Q1"
